id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,income_train,income_air,income_bus,income_car,urban_train,urban_air,urban_bus,urban_car
553,car,292,292,292,292,51.6,142.9,25.81,55.48,221,60,183,216,83,96,80,0,4,6,8,0,45,45,45,45,0,0,0,0
554,car,340,340,340,340,75.6,161.5,26.49,64.6,350,58,304,230,115,146,65,0,4,36,2,0,70,70,70,70,0,0,0,0
555,train,436,436,436,436,75.6,161.5,29.49,82.84,350,58,304,288,115,136,105,0,4,36,2,0,55,55,55,55,0,0,0,0
556,car,436,436,436,436,75.6,161.5,29.49,82.84,350,58,304,288,115,136,105,0,4,36,2,0,55,55,55,55,0,0,0,0
557,air,494,494,494,494,75.6,161.5,29.49,93.86,350,58,304,330,115,136,105,0,4,36,2,0,70,70,70,70,0,0,0,0
558,air,402,402,402,402,74.1,156.5,31.25,76.38,350,58,290,299,95,96,85,0,4,36,10,0,70,70,70,70,0,0,0,0
559,air,402,402,402,402,74.1,156.5,31.25,76.38,350,58,290,299,95,96,85,0,4,36,10,0,70,70,70,70,0,0,0,0
560,air,402,402,402,402,74.1,156.5,31.25,76.38,350,58,290,299,95,96,85,0,4,36,10,0,70,70,70,70,0,0,0,0
561,air,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,70,70,70,70,1,1,1,1
562,air,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,35,35,35,35,1,1,1,1
563,air,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,70,70,70,70,1,1,1,1
564,air,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,55,55,55,55,1,1,1,1
565,air,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,70,70,70,70,1,1,1,1
566,air,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,70,70,70,70,1,1,1,1
567,car,406,406,406,406,73.6,153.5,31.25,77.14,350,58,290,303,90,91,73,0,4,36,10,0,45,45,45,45,1,1,1,1
568,train,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,37,37,37,37,1,1,1,1
569,train,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,45,45,45,45,1,1,1,1
570,train,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
571,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
572,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
573,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
574,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
575,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
576,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
577,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
578,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
579,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
580,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
581,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
582,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
583,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
584,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,45,45,45,45,1,1,1,1
585,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
586,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
587,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
588,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
589,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,40,40,40,40,1,1,1,1
590,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
591,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
592,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
593,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
594,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
595,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
596,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
597,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
598,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
599,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
600,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,35,35,35,35,1,1,1,1
601,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
602,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
603,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
604,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
605,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
606,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
607,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
608,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
609,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,35,35,35,35,1,1,1,1
610,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
611,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
612,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
613,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
614,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
615,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
616,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
617,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
618,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
619,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,45,45,45,45,1,1,1,1
620,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
621,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
622,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
623,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
624,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
625,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
626,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
627,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,35,35,35,35,1,1,1,1
628,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
629,air,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
630,car,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,30,30,30,30,1,1,1,1
631,car,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
632,car,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,70,70,70,70,1,1,1,1
633,car,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,35,35,35,35,1,1,1,1
634,car,440,440,440,440,71.6,150.1,32.45,83.6,350,58,290,309,79,86,72,0,4,36,10,0,55,55,55,55,1,1,1,1
635,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,70,70,70,70,1,1,1,1
636,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,70,70,70,70,1,1,1,1
637,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,70,70,70,70,1,1,1,1
638,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,35,35,35,35,1,1,1,1
639,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,70,70,70,70,1,1,1,1
640,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,70,70,70,70,1,1,1,1
641,air,450,450,450,450,73.3,151.5,32.25,85.5,350,58,290,322,80,86,75,0,4,36,10,0,70,70,70,70,1,1,1,1
642,car,485,485,485,485,75.6,154.1,32.25,92.15,350,58,290,329,115,111,100,0,4,36,10,0,70,70,70,70,0,0,0,0
643,air,445,445,445,445,74.6,156.5,31.25,84.55,350,58,290,316,85,91,70,0,4,36,10,0,70,70,70,70,0,0,0,0
644,air,445,445,445,445,74.6,156.5,31.25,84.55,350,58,290,316,85,91,70,0,4,36,10,0,55,55,55,55,0,0,0,0
645,car,445,445,445,445,74.6,156.5,31.25,84.55,350,58,290,316,85,91,70,0,4,36,10,0,70,70,70,70,0,0,0,0
646,car,556,556,556,556,82.6,183.5,33.61,105.64,370,69,370,377,98,111,90,0,4,45,7,0,35,35,35,35,0,0,0,0
647,car,625,625,625,625,84.6,183.5,33.61,118.75,370,69,370,428,110,116,100,0,4,45,7,0,70,70,70,70,0,0,0,0
648,air,562,562,562,562,82.05,175.5,33.61,106.78,370,69,370,372,85,98,75,0,4,45,7,0,55,55,55,55,0,0,0,0
649,air,562,562,562,562,82.05,175.5,33.61,106.78,370,69,370,372,85,98,75,0,4,45,7,0,70,70,70,70,0,0,0,0
650,air,562,562,562,562,82.05,175.5,33.61,106.78,370,69,370,372,85,98,75,0,4,45,7,0,27,27,27,27,0,0,0,0
651,train,562,562,562,562,80.6,175.5,33.61,106.78,370,69,370,372,90,98,80,0,4,45,7,0,45,45,45,45,0,0,0,0
652,air,562,562,562,562,80.6,175.5,33.61,106.78,370,69,370,372,90,98,80,0,4,45,7,0,70,70,70,70,0,0,0,0
653,air,562,562,562,562,80.6,175.5,33.61,106.78,370,69,370,372,90,98,80,0,4,45,7,0,45,45,45,45,0,0,0,0
654,air,562,562,562,562,80.6,175.5,33.61,106.78,370,69,370,372,90,98,80,0,4,45,7,0,35,35,35,35,0,0,0,0
655,train,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
656,train,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
657,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
658,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,55,55,55,55,1,1,1,1
659,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,45,45,45,45,1,1,1,1
660,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
661,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
662,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
663,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
664,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
665,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,45,45,45,45,1,1,1,1
666,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,45,45,45,45,1,1,1,1
667,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,70,70,70,70,1,1,1,1
668,air,557,557,557,557,74.6,174.15,33.71,105.83,370,69,370,365,75,94,70,0,4,45,7,0,70,70,70,70,1,1,1,1
669,air,557,557,557,557,74.6,174.15,33.71,105.83,370,69,370,365,75,94,70,0,4,45,7,0,55,55,55,55,1,1,1,1
670,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
671,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
672,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,55,55,55,55,1,1,1,1
673,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
674,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
675,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,35,35,35,35,1,1,1,1
676,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
677,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
678,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
679,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
680,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
681,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
682,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
683,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,45,45,45,45,1,1,1,1
684,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
685,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
686,car,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
687,car,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,70,70,70,70,1,1,1,1
688,train,557,557,557,557,73.6,180.6,34.41,105.83,370,69,370,365,80,101,75,0,4,45,7,0,45,45,45,45,1,1,1,1
689,air,557,557,557,557,73.6,180.6,34.41,105.83,370,69,370,365,80,101,75,0,4,45,7,0,70,70,70,70,1,1,1,1
690,air,557,557,557,557,74.1,181.5,34.11,105.83,370,69,370,365,82,96,80,0,4,45,7,0,70,70,70,70,1,1,1,1
691,air,557,557,557,557,74.1,181.5,34.11,105.83,370,69,370,365,82,96,80,0,4,45,7,0,25,25,25,25,1,1,1,1
692,air,562,562,562,562,75.6,183.1,35.11,106.78,370,69,370,372,85,106,85,0,4,45,7,0,55,55,55,55,1,1,1,1
693,air,562,562,562,562,75.6,183.1,35.11,106.78,370,69,370,372,85,106,85,0,4,45,7,0,70,70,70,70,1,1,1,1
694,air,595,595,595,595,76.45,179.8,33.61,113.05,370,69,370,392,90,96,80,0,4,45,7,0,70,70,70,70,0,0,0,0
695,air,571,571,571,571,74.6,179.5,35.61,108.49,370,69,370,372,85,100,85,0,4,45,7,0,25,25,25,25,0,0,0,0
696,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,55,55,55,55,0,0,0,0
697,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
698,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
699,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
700,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
701,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,34,34,34,34,0,0,0,0
702,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
703,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
704,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
705,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,70,70,70,70,0,0,0,0
706,car,624,624,624,624,76.6,174.8,33.61,118.56,370,69,370,409,94,96,90,0,4,45,7,0,70,70,70,70,0,0,0,0
707,air,595,595,595,595,82.6,183.5,33.61,113.05,370,69,370,416,105,121,95,0,4,45,7,0,55,55,55,55,0,0,0,0
708,air,595,595,595,595,82.6,183.5,33.61,113.05,370,69,370,416,105,121,95,0,4,45,7,0,45,45,45,45,0,0,0,0
709,air,595,595,595,595,76.6,183.5,33.61,113.05,370,69,370,392,107,121,95,0,4,45,7,0,55,55,55,55,0,0,0,0
710,air,671,671,671,671,82.6,178,35.61,127.49,370,69,370,440,130,146,115,0,4,45,7,0,70,70,70,70,0,0,0,0
711,car,671,671,671,671,82.6,178,35.61,127.49,370,69,370,440,130,146,115,0,4,45,7,0,35,35,35,35,0,0,0,0
712,air,770,770,770,770,106.35,200.9,53.82,146.3,507,84,629,492,84,79,66,0,2,4,6,0,35,35,35,35,0,0,0,0
713,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,55,55,55,55,0,0,0,0
714,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,70,70,70,70,0,0,0,0
715,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,35,35,35,35,0,0,0,0
716,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,55,55,55,55,0,0,0,0
717,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,70,70,70,70,0,0,0,0
718,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,70,70,70,70,0,0,0,0
719,air,624,624,624,624,77.6,180.1,34.61,118.56,370,69,370,409,115,126,105,0,4,45,7,0,70,70,70,70,0,0,0,0
720,air,624,624,624,624,77.6,180.1,34.61,118.56,370,69,370,409,115,126,105,0,4,45,7,0,70,70,70,70,0,0,0,0
721,air,598,598,598,598,82.6,183.5,34.61,113.62,370,69,370,387,100,111,90,0,4,45,7,0,25,25,25,25,0,0,0,0
722,car,598,598,598,598,82.6,183.5,34.61,113.62,370,69,370,387,100,111,90,0,4,45,7,0,35,35,35,35,0,0,0,0
723,air,934,934,934,934,112.1,209.9,56.57,177.46,534,84,629,615,134,111,105,0,2,4,6,0,70,70,70,70,0,0,0,0
724,air,980,980,980,980,112.6,209.9,56.57,186.2,534,84,629,667,144,91,115,0,2,4,6,0,70,70,70,70,0,0,0,0
725,car,208,208,208,208,53.6,145.9,17.76,39.52,263,60,119,134,75,106,65,0,3,6,4,0,25,25,25,25,0,0,0,0
726,car,287,287,287,287,55.1,145.9,24.96,54.53,263,60,183,200,80,106,85,0,3,6,8,0,45,45,45,45,0,0,0,0
727,car,302,302,302,302,51.6,145.9,24.96,57.38,263,60,183,205,68,96,75,0,3,6,8,0,45,45,45,45,0,0,0,0
728,air,416,416,416,416,73.6,156.5,30.4,79.04,440,58,290,292,75,91,68,0,2,36,10,0,70,70,70,70,1,1,1,1
729,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
730,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
731,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
732,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
733,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,35,35,35,35,1,1,1,1
734,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
735,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
736,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,55,55,55,55,1,1,1,1
737,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,55,55,55,55,1,1,1,1
738,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,45,45,45,45,1,1,1,1
739,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
740,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
741,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
742,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
743,car,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,70,70,70,70,1,1,1,1
744,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
745,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
746,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
747,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
748,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
749,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
750,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,70,70,70,70,1,1,1,1
751,car,572,572,572,572,83.65,178.5,32.76,108.68,431,69,370,361,70,98,70,0,3,45,7,0,35,35,35,35,0,0,0,0
752,air,562,562,562,562,76.75,176.5,32.66,106.78,431,69,370,348,65,91,68,0,3,45,7,0,55,55,55,55,1,1,1,1
753,air,567,567,567,567,74.2,183.05,32.81,107.73,431,69,370,354,52,91,63,0,3,45,7,0,70,70,70,70,1,1,1,1
754,air,567,567,567,567,75.2,183.6,33.56,107.73,431,69,370,354,65,101,70,0,3,45,7,0,70,70,70,70,1,1,1,1
755,air,567,567,567,567,75.7,184.5,33.26,107.73,431,69,370,354,67,96,75,0,3,45,7,0,55,55,55,55,1,1,1,1
