id,alt,choice,dist,cost,ivt,ovt,freq,income,urban
650,car,0,562,106.78,372,0,0,27,0
651,train,1,562,80.6,370,90,4,45,0
651,air,0,562,175.5,69,98,45,45,0
651,bus,0,562,33.61,370,80,7,45,0
651,car,0,562,106.78,372,0,0,45,0
652,train,0,562,80.6,370,90,4,70,0
652,air,1,562,175.5,69,98,45,70,0
652,bus,0,562,33.61,370,80,7,70,0
652,car,0,562,106.78,372,0,0,70,0
653,train,0,562,80.6,370,90,4,45,0
653,air,1,562,175.5,69,98,45,45,0
653,bus,0,562,33.61,370,80,7,45,0
653,car,0,562,106.78,372,0,0,45,0
654,train,0,562,80.6,370,90,4,35,0
654,air,1,562,175.5,69,98,45,35,0
654,bus,0,562,33.61,370,80,7,35,0
654,car,0,562,106.78,372,0,0,35,0
655,train,1,552,75.15,370,80,4,70,1
655,air,0,552,173.5,69,91,45,70,1
655,bus,0,552,33.51,370,73,7,70,1
655,car,0,552,104.88,359,0,0,70,1
656,train,1,552,75.15,370,80,4,70,1
656,air,0,552,173.5,69,91,45,70,1
656,bus,0,552,33.51,370,73,7,70,1
656,car,0,552,104.88,359,0,0,70,1
657,train,0,552,75.15,370,80,4,70,1
657,air,1,552,173.5,69,91,45,70,1
657,bus,0,552,33.51,370,73,7,70,1
657,car,0,552,104.88,359,0,0,70,1
658,train,0,552,75.15,370,80,4,55,1
658,air,1,552,173.5,69,91,45,55,1
658,bus,0,552,33.51,370,73,7,55,1
658,car,0,552,104.88,359,0,0,55,1
659,train,0,552,75.15,370,80,4,45,1
659,air,1,552,173.5,69,91,45,45,1
659,bus,0,552,33.51,370,73,7,45,1
659,car,0,552,104.88,359,0,0,45,1
660,train,0,552,75.15,370,80,4,70,1
660,air,1,552,173.5,69,91,45,70,1
660,bus,0,552,33.51,370,73,7,70,1
660,car,0,552,104.88,359,0,0,70,1
661,train,0,552,75.15,370,80,4,70,1
661,air,1,552,173.5,69,91,45,70,1
661,bus,0,552,33.51,370,73,7,70,1
661,car,0,552,104.88,359,0,0,70,1
662,train,0,552,75.15,370,80,4,70,1
662,air,1,552,173.5,69,91,45,70,1
662,bus,0,552,33.51,370,73,7,70,1
662,car,0,552,104.88,359,0,0,70,1
663,train,0,552,75.15,370,80,4,70,1
663,air,1,552,173.5,69,91,45,70,1
663,bus,0,552,33.51,370,73,7,70,1
663,car,0,552,104.88,359,0,0,70,1
664,train,0,552,75.15,370,80,4,70,1
664,air,1,552,173.5,69,91,45,70,1
664,bus,0,552,33.51,370,73,7,70,1
664,car,0,552,104.88,359,0,0,70,1
665,train,0,552,75.15,370,80,4,45,1
665,air,1,552,173.5,69,91,45,45,1
665,bus,0,552,33.51,370,73,7,45,1
665,car,0,552,104.88,359,0,0,45,1
666,train,0,552,75.15,370,80,4,45,1
666,air,1,552,173.5,69,91,45,45,1
666,bus,0,552,33.51,370,73,7,45,1
666,car,0,552,104.88,359,0,0,45,1
667,train,0,552,75.15,370,80,4,70,1
667,air,1,552,173.5,69,91,45,70,1
667,bus,0,552,33.51,370,73,7,70,1
667,car,0,552,104.88,359,0,0,70,1
668,train,0,557,74.6,370,75,4,70,1
668,air,1,557,174.15,69,94,45,70,1
668,bus,0,557,33.71,370,70,7,70,1
668,car,0,557,105.83,365,0,0,70,1
669,train,0,557,74.6,370,75,4,55,1
669,air,1,557,174.15,69,94,45,55,1
669,bus,0,557,33.71,370,70,7,55,1
669,car,0,557,105.83,365,0,0,55,1
670,train,1,557,72.6,370,67,4,70,1
670,air,0,557,180.05,69,91,45,70,1
670,bus,0,557,33.66,370,68,7,70,1
670,car,0,557,105.83,365,0,0,70,1
671,train,1,557,72.6,370,67,4,70,1
671,air,0,557,180.05,69,91,45,70,1
671,bus,0,557,33.66,370,68,7,70,1
671,car,0,557,105.83,365,0,0,70,1
672,train,1,557,72.6,370,67,4,55,1
672,air,0,557,180.05,69,91,45,55,1
672,bus,0,557,33.66,370,68,7,55,1
672,car,0,557,105.83,365,0,0,55,1
673,train,1,557,72.6,370,67,4,70,1
673,air,0,557,180.05,69,91,45,70,1
673,bus,0,557,33.66,370,68,7,70,1
673,car,0,557,105.83,365,0,0,70,1
674,train,1,557,72.6,370,67,4,70,1
674,air,0,557,180.05,69,91,45,70,1
674,bus,0,557,33.66,370,68,7,70,1
674,car,0,557,105.83,365,0,0,70,1
675,train,1,557,72.6,370,67,4,35,1
675,air,0,557,180.05,69,91,45,35,1
675,bus,0,557,33.66,370,68,7,35,1
675,car,0,557,105.83,365,0,0,35,1
676,train,1,557,72.6,370,67,4,70,1
676,air,0,557,180.05,69,91,45,70,1
676,bus,0,557,33.66,370,68,7,70,1
676,car,0,557,105.83,365,0,0,70,1
677,train,0,557,72.6,370,67,4,70,1
677,air,1,557,180.05,69,91,45,70,1
677,bus,0,557,33.66,370,68,7,70,1
677,car,0,557,105.83,365,0,0,70,1
678,train,0,557,72.6,370,67,4,70,1
678,air,1,557,180.05,69,91,45,70,1
678,bus,0,557,33.66,370,68,7,70,1
678,car,0,557,105.83,365,0,0,70,1
679,train,0,557,72.6,370,67,4,70,1
679,air,1,557,180.05,69,91,45,70,1
679,bus,0,557,33.66,370,68,7,70,1
679,car,0,557,105.83,365,0,0,70,1
680,train,0,557,72.6,370,67,4,70,1
680,air,1,557,180.05,69,91,45,70,1
680,bus,0,557,33.66,370,68,7,70,1
680,car,0,557,105.83,365,0,0,70,1
681,train,0,557,72.6,370,67,4,70,1
681,air,1,557,180.05,69,91,45,70,1
681,bus,0,557,33.66,370,68,7,70,1
681,car,0,557,105.83,365,0,0,70,1
682,train,0,557,72.6,370,67,4,70,1
682,air,1,557,180.05,69,91,45,70,1
682,bus,0,557,33.66,370,68,7,70,1
682,car,0,557,105.83,365,0,0,70,1
683,train,0,557,72.6,370,67,4,45,1
683,air,1,557,180.05,69,91,45,45,1
683,bus,0,557,33.66,370,68,7,45,1
683,car,0,557,105.83,365,0,0,45,1
684,train,0,557,72.6,370,67,4,70,1
684,air,1,557,180.05,69,91,45,70,1
684,bus,0,557,33.66,370,68,7,70,1
684,car,0,557,105.83,365,0,0,70,1
685,train,0,557,72.6,370,67,4,70,1
685,air,1,557,180.05,69,91,45,70,1
685,bus,0,557,33.66,370,68,7,70,1
685,car,0,557,105.83,365,0,0,70,1
686,train,0,557,72.6,370,67,4,70,1
686,air,0,557,180.05,69,91,45,70,1
686,bus,0,557,33.66,370,68,7,70,1
686,car,1,557,105.83,365,0,0,70,1
687,train,0,557,72.6,370,67,4,70,1
687,air,0,557,180.05,69,91,45,70,1
687,bus,0,557,33.66,370,68,7,70,1
687,car,1,557,105.83,365,0,0,70,1
688,train,1,557,73.6,370,80,4,45,1
688,air,0,557,180.6,69,101,45,45,1
688,bus,0,557,34.41,370,75,7,45,1
688,car,0,557,105.83,365,0,0,45,1
689,train,0,557,73.6,370,80,4,70,1
689,air,1,557,180.6,69,101,45,70,1
689,bus,0,557,34.41,370,75,7,70,1
689,car,0,557,105.83,365,0,0,70,1
690,train,0,557,74.1,370,82,4,70,1
690,air,1,557,181.5,69,96,45,70,1
690,bus,0,557,34.11,370,80,7,70,1
690,car,0,557,105.83,365,0,0,70,1
691,train,0,557,74.1,370,82,4,25,1
691,air,1,557,181.5,69,96,45,25,1
691,bus,0,557,34.11,370,80,7,25,1
691,car,0,557,105.83,365,0,0,25,1
692,train,0,562,75.6,370,85,4,55,1
692,air,1,562,183.1,69,106,45,55,1
692,bus,0,562,35.11,370,85,7,55,1
692,car,0,562,106.78,372,0,0,55,1
693,train,0,562,75.6,370,85,4,70,1
693,air,1,562,183.1,69,106,45,70,1
693,bus,0,562,35.11,370,85,7,70,1
693,car,0,562,106.78,372,0,0,70,1
694,train,0,595,76.45,370,90,4,70,0
694,air,1,595,179.8,69,96,45,70,0
694,bus,0,595,33.61,370,80,7,70,0
694,car,0,595,113.05,392,0,0,70,0
695,train,0,571,74.6,370,85,4,25,0
695,air,1,571,179.5,69,100,45,25,0
695,bus,0,571,35.61,370,85,7,25,0
695,car,0,571,108.49,372,0,0,25,0
696,train,0,564,76.1,370,85,4,55,0
696,air,1,564,179.85,69,104,45,55,0
696,bus,0,564,33.11,370,70,7,55,0
696,car,0,564,107.16,366,0,0,55,0
697,train,0,564,76.1,370,85,4,70,0
697,air,1,564,179.85,69,104,45,70,0
697,bus,0,564,33.11,370,70,7,70,0
697,car,0,564,107.16,366,0,0,70,0
698,train,0,564,76.1,370,85,4,70,0
698,air,1,564,179.85,69,104,45,70,0
698,bus,0,564,33.11,370,70,7,70,0
698,car,0,564,107.16,366,0,0,70,0
699,train,0,564,76.1,370,85,4,70,0
699,air,1,564,179.85,69,104,45,70,0
699,bus,0,564,33.11,370,70,7,70,0
699,car,0,564,107.16,366,0,0,70,0
700,train,0,564,76.1,370,85,4,70,0
700,air,1,564,179.85,69,104,45,70,0
700,bus,0,564,33.11,370,70,7,70,0
700,car,0,564,107.16,366,0,0,70,0
701,train,0,564,76.1,370,85,4,34,0
701,air,1,564,179.85,69,104,45,34,0
701,bus,0,564,33.11,370,70,7,34,0
701,car,0,564,107.16,366,0,0,34,0
702,train,0,564,76.1,370,85,4,70,0
702,air,1,564,179.85,69,104,45,70,0
702,bus,0,564,33.11,370,70,7,70,0
702,car,0,564,107.16,366,0,0,70,0
703,train,0,564,76.1,370,85,4,70,0
703,air,1,564,179.85,69,104,45,70,0
703,bus,0,564,33.11,370,70,7,70,0
703,car,0,564,107.16,366,0,0,70,0
704,train,0,564,76.1,370,85,4,70,0
704,air,1,564,179.85,69,104,45,70,0
704,bus,0,564,33.11,370,70,7,70,0
704,car,0,564,107.16,366,0,0,70,0
705,train,0,564,76.1,370,85,4,70,0
705,air,1,564,179.85,69,104,45,70,0
705,bus,0,564,33.11,370,70,7,70,0
705,car,0,564,107.16,366,0,0,70,0
706,train,0,624,76.6,370,94,4,70,0
706,air,0,624,174.8,69,96,45,70,0
706,bus,0,624,33.61,370,90,7,70,0
706,car,1,624,118.56,409,0,0,70,0
707,train,0,595,82.6,370,105,4,55,0
707,air,1,595,183.5,69,121,45,55,0
707,bus,0,595,33.61,370,95,7,55,0
707,car,0,595,113.05,416,0,0,55,0
708,train,0,595,82.6,370,105,4,45,0
708,air,1,595,183.5,69,121,45,45,0
708,bus,0,595,33.61,370,95,7,45,0
708,car,0,595,113.05,416,0,0,45,0
709,train,0,595,76.6,370,107,4,55,0
709,air,1,595,183.5,69,121,45,55,0
709,bus,0,595,33.61,370,95,7,55,0
709,car,0,595,113.05,392,0,0,55,0
710,train,0,671,82.6,370,130,4,70,0
710,air,1,671,178,69,146,45,70,0
710,bus,0,671,35.61,370,115,7,70,0
710,car,0,671,127.49,440,0,0,70,0
711,train,0,671,82.6,370,130,4,35,0
711,air,0,671,178,69,146,45,35,0
711,bus,0,671,35.61,370,115,7,35,0
711,car,1,671,127.49,440,0,0,35,0
712,train,0,770,106.35,507,84,2,35,0
712,air,1,770,200.9,84,79,4,35,0
712,bus,0,770,53.82,629,66,6,35,0
712,car,0,770,146.3,492,0,0,35,0
713,train,0,773,106.9,534,92,2,55,0
713,air,1,773,201.9,84,87,4,55,0
713,bus,0,773,53.32,629,66,6,55,0
713,car,0,773,146.87,496,0,0,55,0
714,train,0,773,106.9,534,92,2,70,0
714,air,1,773,201.9,84,87,4,70,0
714,bus,0,773,53.32,629,66,6,70,0
714,car,0,773,146.87,496,0,0,70,0
715,train,0,773,106.9,534,92,2,35,0
715,air,1,773,201.9,84,87,4,35,0
715,bus,0,773,53.32,629,66,6,35,0
715,car,0,773,146.87,496,0,0,35,0
716,train,0,773,106.9,534,92,2,55,0
716,air,1,773,201.9,84,87,4,55,0
716,bus,0,773,53.32,629,66,6,55,0
716,car,0,773,146.87,496,0,0,55,0
717,train,0,773,106.9,534,92,2,70,0
717,air,1,773,201.9,84,87,4,70,0
717,bus,0,773,53.32,629,66,6,70,0
717,car,0,773,146.87,496,0,0,70,0
718,train,0,773,106.9,534,92,2,70,0
718,air,1,773,201.9,84,87,4,70,0
718,bus,0,773,53.32,629,66,6,70,0
718,car,0,773,146.87,496,0,0,70,0
719,train,0,624,77.6,370,115,4,70,0
719,air,1,624,180.1,69,126,45,70,0
719,bus,0,624,34.61,370,105,7,70,0
719,car,0,624,118.56,409,0,0,70,0
720,train,0,624,77.6,370,115,4,70,0
720,air,1,624,180.1,69,126,45,70,0
720,bus,0,624,34.61,370,105,7,70,0
720,car,0,624,118.56,409,0,0,70,0
721,train,0,598,82.6,370,100,4,25,0
721,air,1,598,183.5,69,111,45,25,0
721,bus,0,598,34.61,370,90,7,25,0
721,car,0,598,113.62,387,0,0,25,0
722,train,0,598,82.6,370,100,4,35,0
722,air,0,598,183.5,69,111,45,35,0
722,bus,0,598,34.61,370,90,7,35,0
722,car,1,598,113.62,387,0,0,35,0
723,train,0,934,112.1,534,134,2,70,0
723,air,1,934,209.9,84,111,4,70,0
723,bus,0,934,56.57,629,105,6,70,0
723,car,0,934,177.46,615,0,0,70,0
724,train,0,980,112.6,534,144,2,70,0
724,air,1,980,209.9,84,91,4,70,0
724,bus,0,980,56.57,629,115,6,70,0
724,car,0,980,186.2,667,0,0,70,0
725,train,0,208,53.6,263,75,3,25,0
725,air,0,208,145.9,60,106,6,25,0
725,bus,0,208,17.76,119,65,4,25,0
725,car,1,208,39.52,134,0,0,25,0
726,train,0,287,55.1,263,80,3,45,0
726,air,0,287,145.9,60,106,6,45,0
726,bus,0,287,24.96,183,85,8,45,0
726,car,1,287,54.53,200,0,0,45,0
727,train,0,302,51.6,263,68,3,45,0
727,air,0,302,145.9,60,96,6,45,0
727,bus,0,302,24.96,183,75,8,45,0
727,car,1,302,57.38,205,0,0,45,0
728,train,0,416,73.6,440,75,2,70,1
728,air,1,416,156.5,58,91,36,70,1
728,bus,0,416,30.4,290,68,10,70,1
728,car,0,416,79.04,292,0,0,70,1
729,train,0,450,71.6,440,64,2,70,1
729,air,1,450,153.1,58,86,36,70,1
729,bus,0,450,31.6,290,67,10,70,1
729,car,0,450,85.5,298,0,0,70,1
730,train,0,450,71.6,440,64,2,70,1
730,air,1,450,153.1,58,86,36,70,1
730,bus,0,450,31.6,290,67,10,70,1
730,car,0,450,85.5,298,0,0,70,1
731,train,0,450,71.6,440,64,2,70,1
731,air,1,450,153.1,58,86,36,70,1
731,bus,0,450,31.6,290,67,10,70,1
731,car,0,450,85.5,298,0,0,70,1
732,train,0,450,71.6,440,64,2,70,1
732,air,1,450,153.1,58,86,36,70,1
732,bus,0,450,31.6,290,67,10,70,1
732,car,0,450,85.5,298,0,0,70,1
733,train,0,450,71.6,440,64,2,35,1
733,air,1,450,153.1,58,86,36,35,1
733,bus,0,450,31.6,290,67,10,35,1
733,car,0,450,85.5,298,0,0,35,1
734,train,0,450,71.6,440,64,2,70,1
734,air,1,450,153.1,58,86,36,70,1
734,bus,0,450,31.6,290,67,10,70,1
734,car,0,450,85.5,298,0,0,70,1
735,train,0,450,71.6,440,64,2,70,1
735,air,1,450,153.1,58,86,36,70,1
735,bus,0,450,31.6,290,67,10,70,1
735,car,0,450,85.5,298,0,0,70,1
736,train,0,450,71.6,440,64,2,55,1
736,air,1,450,153.1,58,86,36,55,1
736,bus,0,450,31.6,290,67,10,55,1
736,car,0,450,85.5,298,0,0,55,1
737,train,0,450,71.6,440,64,2,55,1
737,air,1,450,153.1,58,86,36,55,1
737,bus,0,450,31.6,290,67,10,55,1
737,car,0,450,85.5,298,0,0,55,1
738,train,0,450,71.6,440,64,2,45,1
738,air,1,450,153.1,58,86,36,45,1
738,bus,0,450,31.6,290,67,10,45,1
738,car,0,450,85.5,298,0,0,45,1
739,train,0,450,71.6,440,64,2,70,1
739,air,1,450,153.1,58,86,36,70,1
739,bus,0,450,31.6,290,67,10,70,1
739,car,0,450,85.5,298,0,0,70,1
740,train,0,450,71.6,440,64,2,70,1
740,air,1,450,153.1,58,86,36,70,1
740,bus,0,450,31.6,290,67,10,70,1
740,car,0,450,85.5,298,0,0,70,1
741,train,0,450,71.6,440,64,2,70,1
741,air,1,450,153.1,58,86,36,70,1
741,bus,0,450,31.6,290,67,10,70,1
741,car,0,450,85.5,298,0,0,70,1
742,train,0,450,71.6,440,64,2,70,1
742,air,1,450,153.1,58,86,36,70,1
742,bus,0,450,31.6,290,67,10,70,1
742,car,0,450,85.5,298,0,0,70,1
743,train,0,450,71.6,440,64,2,70,1
743,air,0,450,153.1,58,86,36,70,1
743,bus,0,450,31.6,290,67,10,70,1
743,car,1,450,85.5,298,0,0,70,1
744,train,0,460,73.3,440,65,2,70,1
744,air,1,460,154.5,58,86,36,70,1
744,bus,0,460,31.4,290,70,10,70,1
744,car,0,460,87.4,311,0,0,70,1
745,train,0,460,73.3,440,65,2,70,1
745,air,1,460,154.5,58,86,36,70,1
745,bus,0,460,31.4,290,70,10,70,1
745,car,0,460,87.4,311,0,0,70,1
746,train,0,460,73.3,440,65,2,70,1
746,air,1,460,154.5,58,86,36,70,1
746,bus,0,460,31.4,290,70,10,70,1
746,car,0,460,87.4,311,0,0,70,1
747,train,0,460,73.3,440,65,2,70,1
747,air,1,460,154.5,58,86,36,70,1
747,bus,0,460,31.4,290,70,10,70,1
747,car,0,460,87.4,311,0,0,70,1
748,train,0,460,73.3,440,65,2,70,1
748,air,1,460,154.5,58,86,36,70,1
748,bus,0,460,31.4,290,70,10,70,1
748,car,0,460,87.4,311,0,0,70,1
749,train,0,460,73.3,440,65,2,70,1
749,air,1,460,154.5,58,86,36,70,1
749,bus,0,460,31.4,290,70,10,70,1
749,car,0,460,87.4,311,0,0,70,1
750,train,0,460,73.3,440,65,2,70,1
750,air,1,460,154.5,58,86,36,70,1
750,bus,0,460,31.4,290,70,10,70,1
750,car,0,460,87.4,311,0,0,70,1
751,train,0,572,83.65,431,70,3,35,0
751,air,0,572,178.5,69,98,45,35,0
751,bus,0,572,32.76,370,70,7,35,0
751,car,1,572,108.68,361,0,0,35,0
752,train,0,562,76.75,431,65,3,55,1
752,air,1,562,176.5,69,91,45,55,1
752,bus,0,562,32.66,370,68,7,55,1
752,car,0,562,106.78,348,0,0,55,1
753,train,0,567,74.2,431,52,3,70,1
753,air,1,567,183.05,69,91,45,70,1
753,bus,0,567,32.81,370,63,7,70,1
753,car,0,567,107.73,354,0,0,70,1
754,train,0,567,75.2,431,65,3,70,1
754,air,1,567,183.6,69,101,45,70,1
754,bus,0,567,33.56,370,70,7,70,1
754,car,0,567,107.73,354,0,0,70,1
755,train,0,567,75.7,431,67,3,55,1
755,air,1,567,184.5,69,96,45,55,1
755,bus,0,567,33.26,370,75,7,55,1
755,car,0,567,107.73,354,0,0,55,1
756,train,0,581,76.2,431,70,3,70,0
756,air,1,581,182.5,69,100,45,70,0
756,bus,0,581,34.76,370,80,7,70,0
756,car,0,581,110.39,361,0,0,70,0
757,train,0,574,77.7,431,70,3,70,0
757,air,1,574,182.85,69,104,45,70,0
757,bus,0,574,32.26,370,65,7,70,0
757,car,0,574,109.06,355,0,0,70,0
758,train,0,924,115.6,534,110,2,35,0
758,air,1,924,212.9,84,91,4,35,0
758,bus,0,924,54.72,629,70,6,35,0
758,car,0,924,175.56,602,0,0,35,0
759,train,0,319,53.6,263,83,3,35,0
759,air,0,319,146.3,60,105,6,35,0
759,bus,0,319,24.96,183,110,8,35,0
759,car,1,319,60.61,219,0,0,35,0
760,train,0,467,73.6,440,79,2,70,1
760,air,1,467,153.5,58,95,36,70,1
760,bus,0,467,31.6,290,102,10,70,1
760,car,0,467,88.73,313,0,0,70,1
761,train,0,467,73.6,440,79,2,70,1
761,air,1,467,153.5,58,95,36,70,1
761,bus,0,467,31.6,290,102,10,70,1
761,car,0,467,88.73,313,0,0,70,1
762,train,0,467,73.6,440,79,2,70,1
762,air,1,467,153.5,58,95,36,70,1
762,bus,0,467,31.6,290,102,10,70,1
762,car,0,467,88.73,313,0,0,70,1
763,train,0,467,73.6,440,79,2,70,1
763,air,1,467,153.5,58,95,36,70,1
763,bus,0,467,31.6,290,102,10,70,1
763,car,0,467,88.73,313,0,0,70,1
764,train,0,467,73.6,440,79,2,55,1
764,air,1,467,153.5,58,95,36,55,1
764,bus,0,467,31.6,290,102,10,55,1
764,car,0,467,88.73,313,0,0,55,1
765,train,1,584,76.2,431,67,3,15,1
765,air,0,584,183.45,69,100,45,15,1
765,bus,0,584,32.81,370,98,7,15,1
765,car,0,584,110.96,369,0,0,15,1
766,train,0,584,76.2,431,67,3,70,1
766,air,1,584,183.45,69,100,45,70,1
766,bus,0,584,32.81,370,98,7,70,1
766,car,0,584,110.96,369,0,0,70,1
767,train,0,589,79.2,431,85,3,55,1
767,air,1,589,186.5,69,115,45,55,1
767,bus,0,589,34.26,370,115,7,55,1
767,car,0,589,111.91,375,0,0,55,1
768,train,0,800,103.9,534,113,2,70,0
768,air,1,800,205.3,84,96,4,70,0
768,bus,0,800,52.47,629,96,6,70,0
768,car,0,800,152,500,0,0,70,0
769,train,1,214,42.2,109,100,5,45,1
769,air,0,214,151.3,60,98,6,45,1
769,bus,0,214,18.71,119,95,4,45,1
769,car,0,214,40.66,152,0,0,45,1
770,train,0,214,42.2,109,100,5,70,1
770,air,0,214,151.3,60,98,6,70,1
770,bus,0,214,18.71,119,95,4,70,1
770,car,1,214,40.66,152,0,0,70,1
771,train,0,171,37.6,96,90,2,45,1
771,air,0,171,151.3,60,108,6,45,1
771,bus,0,171,19.31,119,82,4,45,1
771,car,1,171,32.49,120,0,0,45,1
772,train,0,186,40,109,90,5,35,1
772,air,0,186,151.3,60,98,6,35,1
772,bus,0,186,18.91,119,90,4,35,1
772,car,1,186,35.34,129,0,0,35,1
773,train,0,265,45.2,109,100,5,70,1
773,air,0,265,151.3,60,98,6,70,1
773,bus,0,265,26.11,183,110,8,70,1
773,car,1,265,50.35,195,0,0,70,1
774,train,0,249,46.9,148,90,8,70,1
774,air,1,249,148.45,60,66,6,70,1
774,bus,0,249,24.11,183,85,8,70,1
774,car,0,249,47.31,166,0,0,70,1
775,train,0,249,46.9,148,90,8,36,1
775,air,0,249,148.45,60,66,6,36,1
775,bus,0,249,24.11,183,85,8,36,1
775,car,1,249,47.31,166,0,0,36,1
776,train,0,249,46.9,148,90,8,70,1
776,air,0,249,148.45,60,66,6,70,1
776,bus,0,249,24.11,183,85,8,70,1
776,car,1,249,47.31,166,0,0,70,1
777,train,0,424,53.8,238,85,3,70,1
777,air,0,424,169.9,58,128,36,70,1
777,bus,0,424,29.79,304,125,2,70,1
777,car,1,424,80.56,272,0,0,70,1
778,train,0,396,66.4,263,110,3,70,1
778,air,1,396,164.9,58,93,36,70,1
778,bus,0,396,31.55,290,100,10,70,1
778,car,0,396,75.24,266,0,0,70,1
779,train,0,396,66.4,263,110,3,70,1
779,air,0,396,164.9,58,93,36,70,1
779,bus,0,396,31.55,290,100,10,70,1
779,car,1,396,75.24,266,0,0,70,1
780,train,0,394,66.4,263,110,3,35,2
780,air,0,394,161.9,58,83,36,35,2
780,bus,0,394,31.55,290,93,10,35,2
780,car,1,394,74.86,286,0,0,35,2
781,train,1,428,64.4,263,99,3,35,2
781,air,0,428,158.5,58,78,36,35,2
781,bus,0,428,32.75,290,92,10,35,2
781,car,0,428,81.32,293,0,0,35,2
782,train,0,428,64.4,263,99,3,70,2
782,air,1,428,158.5,58,78,36,70,2
782,bus,0,428,32.75,290,92,10,70,2
782,car,0,428,81.32,293,0,0,70,2
783,train,0,428,64.4,263,99,3,70,2
783,air,1,428,158.5,58,78,36,70,2
783,bus,0,428,32.75,290,92,10,70,2
783,car,0,428,81.32,293,0,0,70,2
784,train,0,428,64.4,263,99,3,70,2
784,air,1,428,158.5,58,78,36,70,2
784,bus,0,428,32.75,290,92,10,70,2
784,car,0,428,81.32,293,0,0,70,2
785,train,0,428,64.4,263,99,3,36,2
785,air,1,428,158.5,58,78,36,36,2
785,bus,0,428,32.75,290,92,10,36,2
785,car,0,428,81.32,293,0,0,36,2
786,train,0,428,64.4,263,99,3,70,2
786,air,1,428,158.5,58,78,36,70,2
786,bus,0,428,32.75,290,92,10,70,2
786,car,0,428,81.32,293,0,0,70,2
787,train,0,428,64.4,263,99,3,70,2
787,air,1,428,158.5,58,78,36,70,2
787,bus,0,428,32.75,290,92,10,70,2
787,car,0,428,81.32,293,0,0,70,2
788,train,0,428,64.4,263,99,3,70,2
788,air,1,428,158.5,58,78,36,70,2
788,bus,0,428,32.75,290,92,10,70,2
788,car,0,428,81.32,293,0,0,70,2
789,train,0,428,64.4,263,99,3,55,2
789,air,1,428,158.5,58,78,36,55,2
789,bus,0,428,32.75,290,92,10,55,2
789,car,0,428,81.32,293,0,0,55,2
790,train,0,428,64.4,263,99,3,70,2
790,air,1,428,158.5,58,78,36,70,2
790,bus,0,428,32.75,290,92,10,70,2
790,car,0,428,81.32,293,0,0,70,2
791,train,0,428,64.4,263,99,3,45,2
791,air,1,428,158.5,58,78,36,45,2
791,bus,0,428,32.75,290,92,10,45,2
791,car,0,428,81.32,293,0,0,45,2
792,train,0,428,64.4,263,99,3,70,2
792,air,1,428,158.5,58,78,36,70,2
792,bus,0,428,32.75,290,92,10,70,2
792,car,0,428,81.32,293,0,0,70,2
793,train,0,428,64.4,263,99,3,70,2
793,air,1,428,158.5,58,78,36,70,2
793,bus,0,428,32.75,290,92,10,70,2
793,car,0,428,81.32,293,0,0,70,2
794,train,0,428,64.4,263,99,3,70,2
794,air,1,428,158.5,58,78,36,70,2
794,bus,0,428,32.75,290,92,10,70,2
794,car,0,428,81.32,293,0,0,70,2
795,train,0,428,64.4,263,99,3,70,2
795,air,1,428,158.5,58,78,36,70,2
795,bus,0,428,32.75,290,92,10,70,2
795,car,0,428,81.32,293,0,0,70,2
796,train,0,428,64.4,263,99,3,55,2
796,air,1,428,158.5,58,78,36,55,2
796,bus,0,428,32.75,290,92,10,55,2
796,car,0,428,81.32,293,0,0,55,2
797,train,0,428,64.4,263,99,3,70,2
797,air,1,428,158.5,58,78,36,70,2
797,bus,0,428,32.75,290,92,10,70,2
797,car,0,428,81.32,293,0,0,70,2
798,train,0,428,64.4,263,99,3,25,2
798,air,1,428,158.5,58,78,36,25,2
798,bus,0,428,32.75,290,92,10,25,2
798,car,0,428,81.32,293,0,0,25,2
799,train,0,428,64.4,263,99,3,70,2
799,air,1,428,158.5,58,78,36,70,2
799,bus,0,428,32.75,290,92,10,70,2
799,car,0,428,81.32,293,0,0,70,2
800,train,0,428,64.4,263,99,3,70,2
800,air,1,428,158.5,58,78,36,70,2
800,bus,0,428,32.75,290,92,10,70,2
800,car,0,428,81.32,293,0,0,70,2
801,train,0,428,64.4,263,99,3,70,2
801,air,1,428,158.5,58,78,36,70,2
801,bus,0,428,32.75,290,92,10,70,2
801,car,0,428,81.32,293,0,0,70,2
802,train,0,428,64.4,263,99,3,70,2
802,air,1,428,158.5,58,78,36,70,2
802,bus,0,428,32.75,290,92,10,70,2
802,car,0,428,81.32,293,0,0,70,2
803,train,0,428,64.4,263,99,3,35,2
803,air,1,428,158.5,58,78,36,35,2
803,bus,0,428,32.75,290,92,10,35,2
803,car,0,428,81.32,293,0,0,35,2
804,train,0,428,64.4,263,99,3,70,2
804,air,1,428,158.5,58,78,36,70,2
804,bus,0,428,32.75,290,92,10,70,2
804,car,0,428,81.32,293,0,0,70,2
805,train,0,428,64.4,263,99,3,45,2
805,air,1,428,158.5,58,78,36,45,2
805,bus,0,428,32.75,290,92,10,45,2
805,car,0,428,81.32,293,0,0,45,2
806,train,0,428,64.4,263,99,3,70,2
806,air,1,428,158.5,58,78,36,70,2
806,bus,0,428,32.75,290,92,10,70,2
806,car,0,428,81.32,293,0,0,70,2
807,train,0,428,64.4,263,99,3,70,2
807,air,1,428,158.5,58,78,36,70,2
807,bus,0,428,32.75,290,92,10,70,2
