id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,urban_train,urban_air,urban_bus,urban_car,income_train,income_air,income_bus,income_car
654,air,562,562,562,562,80.6,175.5,33.61,106.78,370,69,370,372,90,98,80,0,4,45,7,0,0,0,0,0,35,35,35,35
655,train,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
656,train,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
657,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
658,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,55,55,55,55
659,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,45,45,45,45
660,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
661,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
662,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
663,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
664,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
665,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,45,45,45,45
666,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,45,45,45,45
667,air,552,552,552,552,75.15,173.5,33.51,104.88,370,69,370,359,80,91,73,0,4,45,7,0,1,1,1,1,70,70,70,70
668,air,557,557,557,557,74.6,174.15,33.71,105.83,370,69,370,365,75,94,70,0,4,45,7,0,1,1,1,1,70,70,70,70
669,air,557,557,557,557,74.6,174.15,33.71,105.83,370,69,370,365,75,94,70,0,4,45,7,0,1,1,1,1,55,55,55,55
670,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
671,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
672,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,55,55,55,55
673,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
674,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
675,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,35,35,35,35
676,train,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
677,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
678,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
679,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
680,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
681,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
682,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
683,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,45,45,45,45
684,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
685,air,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
686,car,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
687,car,557,557,557,557,72.6,180.05,33.66,105.83,370,69,370,365,67,91,68,0,4,45,7,0,1,1,1,1,70,70,70,70
688,train,557,557,557,557,73.6,180.6,34.41,105.83,370,69,370,365,80,101,75,0,4,45,7,0,1,1,1,1,45,45,45,45
689,air,557,557,557,557,73.6,180.6,34.41,105.83,370,69,370,365,80,101,75,0,4,45,7,0,1,1,1,1,70,70,70,70
690,air,557,557,557,557,74.1,181.5,34.11,105.83,370,69,370,365,82,96,80,0,4,45,7,0,1,1,1,1,70,70,70,70
691,air,557,557,557,557,74.1,181.5,34.11,105.83,370,69,370,365,82,96,80,0,4,45,7,0,1,1,1,1,25,25,25,25
692,air,562,562,562,562,75.6,183.1,35.11,106.78,370,69,370,372,85,106,85,0,4,45,7,0,1,1,1,1,55,55,55,55
693,air,562,562,562,562,75.6,183.1,35.11,106.78,370,69,370,372,85,106,85,0,4,45,7,0,1,1,1,1,70,70,70,70
694,air,595,595,595,595,76.45,179.8,33.61,113.05,370,69,370,392,90,96,80,0,4,45,7,0,0,0,0,0,70,70,70,70
695,air,571,571,571,571,74.6,179.5,35.61,108.49,370,69,370,372,85,100,85,0,4,45,7,0,0,0,0,0,25,25,25,25
696,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,55,55,55,55
697,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
698,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
699,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
700,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
701,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,34,34,34,34
702,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
703,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
704,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
705,air,564,564,564,564,76.1,179.85,33.11,107.16,370,69,370,366,85,104,70,0,4,45,7,0,0,0,0,0,70,70,70,70
706,car,624,624,624,624,76.6,174.8,33.61,118.56,370,69,370,409,94,96,90,0,4,45,7,0,0,0,0,0,70,70,70,70
707,air,595,595,595,595,82.6,183.5,33.61,113.05,370,69,370,416,105,121,95,0,4,45,7,0,0,0,0,0,55,55,55,55
708,air,595,595,595,595,82.6,183.5,33.61,113.05,370,69,370,416,105,121,95,0,4,45,7,0,0,0,0,0,45,45,45,45
709,air,595,595,595,595,76.6,183.5,33.61,113.05,370,69,370,392,107,121,95,0,4,45,7,0,0,0,0,0,55,55,55,55
710,air,671,671,671,671,82.6,178,35.61,127.49,370,69,370,440,130,146,115,0,4,45,7,0,0,0,0,0,70,70,70,70
711,car,671,671,671,671,82.6,178,35.61,127.49,370,69,370,440,130,146,115,0,4,45,7,0,0,0,0,0,35,35,35,35
712,air,770,770,770,770,106.35,200.9,53.82,146.3,507,84,629,492,84,79,66,0,2,4,6,0,0,0,0,0,35,35,35,35
713,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,0,0,0,0,55,55,55,55
714,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,0,0,0,0,70,70,70,70
715,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,0,0,0,0,35,35,35,35
716,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,0,0,0,0,55,55,55,55
717,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,0,0,0,0,70,70,70,70
718,air,773,773,773,773,106.9,201.9,53.32,146.87,534,84,629,496,92,87,66,0,2,4,6,0,0,0,0,0,70,70,70,70
719,air,624,624,624,624,77.6,180.1,34.61,118.56,370,69,370,409,115,126,105,0,4,45,7,0,0,0,0,0,70,70,70,70
720,air,624,624,624,624,77.6,180.1,34.61,118.56,370,69,370,409,115,126,105,0,4,45,7,0,0,0,0,0,70,70,70,70
721,air,598,598,598,598,82.6,183.5,34.61,113.62,370,69,370,387,100,111,90,0,4,45,7,0,0,0,0,0,25,25,25,25
722,car,598,598,598,598,82.6,183.5,34.61,113.62,370,69,370,387,100,111,90,0,4,45,7,0,0,0,0,0,35,35,35,35
723,air,934,934,934,934,112.1,209.9,56.57,177.46,534,84,629,615,134,111,105,0,2,4,6,0,0,0,0,0,70,70,70,70
724,air,980,980,980,980,112.6,209.9,56.57,186.2,534,84,629,667,144,91,115,0,2,4,6,0,0,0,0,0,70,70,70,70
725,car,208,208,208,208,53.6,145.9,17.76,39.52,263,60,119,134,75,106,65,0,3,6,4,0,0,0,0,0,25,25,25,25
726,car,287,287,287,287,55.1,145.9,24.96,54.53,263,60,183,200,80,106,85,0,3,6,8,0,0,0,0,0,45,45,45,45
727,car,302,302,302,302,51.6,145.9,24.96,57.38,263,60,183,205,68,96,75,0,3,6,8,0,0,0,0,0,45,45,45,45
728,air,416,416,416,416,73.6,156.5,30.4,79.04,440,58,290,292,75,91,68,0,2,36,10,0,1,1,1,1,70,70,70,70
729,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
730,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
731,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
732,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
733,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,35,35,35,35
734,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
735,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
736,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,55,55,55,55
737,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,55,55,55,55
738,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,45,45,45,45
739,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
740,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
741,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
742,air,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
743,car,450,450,450,450,71.6,153.1,31.6,85.5,440,58,290,298,64,86,67,0,2,36,10,0,1,1,1,1,70,70,70,70
744,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
745,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
746,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
747,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
748,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
749,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
750,air,460,460,460,460,73.3,154.5,31.4,87.4,440,58,290,311,65,86,70,0,2,36,10,0,1,1,1,1,70,70,70,70
751,car,572,572,572,572,83.65,178.5,32.76,108.68,431,69,370,361,70,98,70,0,3,45,7,0,0,0,0,0,35,35,35,35
752,air,562,562,562,562,76.75,176.5,32.66,106.78,431,69,370,348,65,91,68,0,3,45,7,0,1,1,1,1,55,55,55,55
753,air,567,567,567,567,74.2,183.05,32.81,107.73,431,69,370,354,52,91,63,0,3,45,7,0,1,1,1,1,70,70,70,70
754,air,567,567,567,567,75.2,183.6,33.56,107.73,431,69,370,354,65,101,70,0,3,45,7,0,1,1,1,1,70,70,70,70
755,air,567,567,567,567,75.7,184.5,33.26,107.73,431,69,370,354,67,96,75,0,3,45,7,0,1,1,1,1,55,55,55,55
756,air,581,581,581,581,76.2,182.5,34.76,110.39,431,69,370,361,70,100,80,0,3,45,7,0,0,0,0,0,70,70,70,70
757,air,574,574,574,574,77.7,182.85,32.26,109.06,431,69,370,355,70,104,65,0,3,45,7,0,0,0,0,0,70,70,70,70
758,air,924,924,924,924,115.6,212.9,54.72,175.56,534,84,629,602,110,91,70,0,2,4,6,0,0,0,0,0,35,35,35,35
759,car,319,319,319,319,53.6,146.3,24.96,60.61,263,60,183,219,83,105,110,0,3,6,8,0,0,0,0,0,35,35,35,35
760,air,467,467,467,467,73.6,153.5,31.6,88.73,440,58,290,313,79,95,102,0,2,36,10,0,1,1,1,1,70,70,70,70
761,air,467,467,467,467,73.6,153.5,31.6,88.73,440,58,290,313,79,95,102,0,2,36,10,0,1,1,1,1,70,70,70,70
762,air,467,467,467,467,73.6,153.5,31.6,88.73,440,58,290,313,79,95,102,0,2,36,10,0,1,1,1,1,70,70,70,70
763,air,467,467,467,467,73.6,153.5,31.6,88.73,440,58,290,313,79,95,102,0,2,36,10,0,1,1,1,1,70,70,70,70
764,air,467,467,467,467,73.6,153.5,31.6,88.73,440,58,290,313,79,95,102,0,2,36,10,0,1,1,1,1,55,55,55,55
765,train,584,584,584,584,76.2,183.45,32.81,110.96,431,69,370,369,67,100,98,0,3,45,7,0,1,1,1,1,15,15,15,15
766,air,584,584,584,584,76.2,183.45,32.81,110.96,431,69,370,369,67,100,98,0,3,45,7,0,1,1,1,1,70,70,70,70
767,air,589,589,589,589,79.2,186.5,34.26,111.91,431,69,370,375,85,115,115,0,3,45,7,0,1,1,1,1,55,55,55,55
768,air,800,800,800,800,103.9,205.3,52.47,152,534,84,629,500,113,96,96,0,2,4,6,0,0,0,0,0,70,70,70,70
769,train,214,214,214,214,42.2,151.3,18.71,40.66,109,60,119,152,100,98,95,0,5,6,4,0,1,1,1,1,45,45,45,45
770,car,214,214,214,214,42.2,151.3,18.71,40.66,109,60,119,152,100,98,95,0,5,6,4,0,1,1,1,1,70,70,70,70
771,car,171,171,171,171,37.6,151.3,19.31,32.49,96,60,119,120,90,108,82,0,2,6,4,0,1,1,1,1,45,45,45,45
772,car,186,186,186,186,40,151.3,18.91,35.34,109,60,119,129,90,98,90,0,5,6,4,0,1,1,1,1,35,35,35,35
773,car,265,265,265,265,45.2,151.3,26.11,50.35,109,60,183,195,100,98,110,0,5,6,8,0,1,1,1,1,70,70,70,70
774,air,249,249,249,249,46.9,148.45,24.11,47.31,148,60,183,166,90,66,85,0,8,6,8,0,1,1,1,1,70,70,70,70
775,car,249,249,249,249,46.9,148.45,24.11,47.31,148,60,183,166,90,66,85,0,8,6,8,0,1,1,1,1,36,36,36,36
776,car,249,249,249,249,46.9,148.45,24.11,47.31,148,60,183,166,90,66,85,0,8,6,8,0,1,1,1,1,70,70,70,70
777,car,424,424,424,424,53.8,169.9,29.79,80.56,238,58,304,272,85,128,125,0,3,36,2,0,1,1,1,1,70,70,70,70
778,air,396,396,396,396,66.4,164.9,31.55,75.24,263,58,290,266,110,93,100,0,3,36,10,0,1,1,1,1,70,70,70,70
779,car,396,396,396,396,66.4,164.9,31.55,75.24,263,58,290,266,110,93,100,0,3,36,10,0,1,1,1,1,70,70,70,70
780,car,394,394,394,394,66.4,161.9,31.55,74.86,263,58,290,286,110,83,93,0,3,36,10,0,2,2,2,2,35,35,35,35
781,train,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,35,35,35,35
782,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
783,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
784,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
785,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,36,36,36,36
786,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
787,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
788,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
789,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,55,55,55,55
790,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
791,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,45,45,45,45
792,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
793,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
794,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
795,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
796,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,55,55,55,55
797,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
798,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,25,25,25,25
799,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
800,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
801,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
802,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
803,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,35,35,35,35
804,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
805,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,45,45,45,45
806,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
807,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
808,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,35,35,35,35
809,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
810,air,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,45,45,45,45
811,bus,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,15,15,15,15
812,car,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,35,35,35,35
813,car,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
814,car,428,428,428,428,64.4,158.5,32.75,81.32,263,58,290,293,99,78,92,0,3,36,10,0,2,2,2,2,70,70,70,70
815,air,438,438,438,438,66.1,159.9,32.55,83.22,263,58,290,306,100,78,95,0,3,36,10,0,2,2,2,2,70,70,70,70
816,air,438,438,438,438,66.1,159.9,32.55,83.22,263,58,290,306,100,78,95,0,3,36,10,0,2,2,2,2,55,55,55,55
817,car,438,438,438,438,66.1,159.9,32.55,83.22,263,58,290,306,100,78,95,0,3,36,10,0,2,2,2,2,55,55,55,55
818,air,433,433,433,433,67.4,164.9,31.55,82.27,263,58,290,299,105,83,90,0,3,36,10,0,1,1,1,1,55,55,55,55
819,air,591,591,591,591,81.2,191.9,33.91,112.29,304,69,370,383,115,98,105,0,5,45,7,0,1,1,1,1,70,70,70,70
820,train,550,550,550,550,80.65,183.9,33.91,104.5,304,69,370,355,105,90,95,0,5,45,7,0,1,1,1,1,35,35,35,35
821,air,550,550,550,550,79.2,183.9,33.91,104.5,304,69,370,355,110,90,100,0,5,45,7,0,1,1,1,1,35,35,35,35
822,air,540,540,540,540,73.75,181.9,33.81,102.6,304,69,370,342,100,83,93,0,5,45,7,0,2,2,2,2,70,70,70,70
823,air,540,540,540,540,73.75,181.9,33.81,102.6,304,69,370,342,100,83,93,0,5,45,7,0,2,2,2,2,70,70,70,70
824,air,540,540,540,540,73.75,181.9,33.81,102.6,304,69,370,342,100,83,93,0,5,45,7,0,2,2,2,2,45,45,45,45
825,air,540,540,540,540,73.75,181.9,33.81,102.6,304,69,370,342,100,83,93,0,5,45,7,0,2,2,2,2,70,70,70,70
826,train,545,545,545,545,73.2,182.55,34.01,103.55,304,69,370,349,95,86,90,0,5,45,7,0,2,2,2,2,25,25,25,25
827,air,545,545,545,545,73.2,182.55,34.01,103.55,304,69,370,349,95,86,90,0,5,45,7,0,2,2,2,2,70,70,70,70
828,train,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
829,train,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,55,55,55,55
830,train,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,5,5,5,5
831,train,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,55,55,55,55
832,air,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,35,35,35,35
833,air,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
834,air,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
835,air,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
836,air,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
837,car,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
838,car,545,545,545,545,71.2,188.45,33.96,103.55,304,69,370,349,87,83,88,0,5,45,7,0,2,2,2,2,70,70,70,70
839,air,552,552,552,552,74.7,188.25,33.41,104.88,304,69,370,350,105,96,90,0,5,45,7,0,1,1,1,1,70,70,70,70
840,air,552,552,552,552,74.7,188.25,33.41,104.88,304,69,370,350,105,96,90,0,5,45,7,0,1,1,1,1,55,55,55,55
841,air,552,552,552,552,74.7,188.25,33.41,104.88,304,69,370,350,105,96,90,0,5,45,7,0,1,1,1,1,55,55,55,55
842,air,659,659,659,659,81.2,186.4,35.91,125.21,304,69,370,424,150,138,135,0,5,45,7,0,1,1,1,1,70,70,70,70
843,air,758,758,758,758,101.35,209.3,54.12,144.02,507,84,629,475,85,71,86,0,2,4,6,0,1,1,1,1,55,55,55,55
844,air,761,761,761,761,101.9,210.3,53.62,144.59,534,84,629,480,93,79,86,0,2,4,6,0,1,1,1,1,70,70,70,70
845,air,761,761,761,761,101.9,210.3,53.62,144.59,534,84,629,480,93,79,86,0,2,4,6,0,1,1,1,1,70,70,70,70
846,air,761,761,761,761,101.9,210.3,53.62,144.59,534,84,629,480,93,79,86,0,2,4,6,0,1,1,1,1,45,45,45,45
847,air,612,612,612,612,76.2,188.5,34.91,116.28,304,69,370,393,135,118,125,0,5,45,7,0,1,1,1,1,70,70,70,70
848,train,222,222,222,222,45.15,139,25.45,42.18,120,40,245,186,125,148,65,0,12,25,1,0,1,1,1,1,35,35,35,35
849,train,222,222,222,222,45.15,139,25.45,42.18,120,40,245,186,125,148,65,0,12,25,1,0,1,1,1,1,35,35,35,35
850,car,222,222,222,222,45.15,139,25.45,42.18,120,40,245,186,125,148,65,0,12,25,1,0,1,1,1,1,25,25,25,25
851,train,203,203,203,203,40.35,155.9,18.23,38.57,109,60,119,138,75,118,80,0,5,6,4,0,1,1,1,1,24,24,24,24
852,car,203,203,203,203,40.35,155.9,18.23,38.57,109,60,119,138,75,118,80,0,5,6,4,0,1,1,1,1,70,70,70,70
853,train,160,160,160,160,35.75,155.9,18.83,30.4,96,60,119,106,65,128,67,0,2,6,4,0,1,1,1,1,45,45,45,45
854,car,160,160,160,160,35.75,155.9,18.83,30.4,96,60,119,106,65,128,67,0,2,6,4,0,1,1,1,1,55,55,55,55
855,car,160,160,160,160,35.75,155.9,18.83,30.4,96,60,119,106,65,128,67,0,2,6,4,0,1,1,1,1,31,31,31,31
856,train,175,175,175,175,38.15,155.9,18.43,33.25,109,60,119,115,65,118,75,0,5,6,4,0,1,1,1,1,70,70,70,70
